"Y","A","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200"
61.1428338796516,1,7,1,1,10,200.36147524715,14.9434368336636,10,0.544532226397178,7.75476030311182,9,0,1,0.362854082017665,0.699993826709293,1.07512556838595,-23.2353383807699,7.49739446093995,1,0.882120476054997,12,1,0.571331614330374,3.41347771327609,0.0425078648869771,0.0281838622053553,0.00123215032162034,-27.6101737091865,14,23.8066969227921,25.7884758614761,9.69266207135809,-1.77558878215211,5.72880651711262,2.2751516873069,0,20.3857012807979,0.00186147871290534,0,2.11493119260348,0.921937781105026,11,32.4161687863553,0,29,0,1,23.8982629225005,0,1,1,1.16349785039482,4.3259876436112,1,0,1,2.2973392875555,1,-3.82806480168734,0.115543310241472,1,0.00427403845335498,11.5181027749798,0,3,1,0,2.15863771122403,77.8422216633521,0.101182947625468,-24.2351483038949,-0.292130310660414,-3.20053374975808,23.1709195534741,4,22.7806839279423,4.19085670301712,0,3,1,-1.548802782458,0.113716293316225,35,0,0.038154459873596,-2.17245531283797,1.46059478798282,0,1,15,0.848804303557205,1,1.59713966856433,0,0.983770543527969,7,3.34812284903239,1.30790889423802,0,0,3.54242543419801,2.29494842631373,6,2,41.9006287372475,0.990207753162843,3.56455789884698,-0.996557292923221,1,0.261508462369506,0,63.0314838154533,1,0.658169496500552,0.0957427105557939,0.99995007750456,9.91838891864384,1.03930479589117,6,3,871,44.877874723813,-0.597743272354885,0,0.538471042049147,1.02469011801667,3,0,0,0,1,2,-37.6909568326742,8,0.678271858723618,11.3451240993557,0,1,-1.73067288832246,13,2.35604787014922,0,-60,1,11.9402085878753,0.932461375408741,-0.443263825324466,18.0619759973312,1.09083032015178,0,1,0.769992726359164,0.0799952011755702,1,47.9962769037442,0,0.234988556423608,-4.88629071816064,5,3.7500522214563,0,61.2062889166476,0,-0.553684248635304,0,1,2.72053227600219,1,0.065614512677689,1.56492716340949,2,-68.6965343227976,1,3.89127955118496,0.390679844591188,5,0,0,0.946717161193634,-2.14413973099038,20,5,0,0,19,-0.446578814128715,0.0557123168628716,-0.630727075328444,-0.114035289370745,0,0,1.12544350051814,1,1770.58353217323,0,0,5.03567387462432,0.46302840906792,0,0,0.0634023982566661
13.0551957151608,0,7,1,1,10,199.145615426355,15.7936325555603,7,0.360899780766399,12.902542227615,12,1,0,0.149331966583424,1.5049686653352,1.13339742631647,-31.9702966126649,7.82274918660119,1,1.31128006437151,41,1,0.975160226438129,1.49824048083361,0.486661989125723,0.0828135307258176,0.00592326556691393,-47.0326994211491,26,17.4886141983262,47.3651857427401,7.66238524548658,-2.16991049452406,29.2217167644089,1.24000321440543,0,15.6032042608845,0.00082331802929728,0,0.764096111161759,0.875176958503975,6,45.1802665719237,0,29,0,0,25.6983639250042,0,1,0,1.50539965117405,3.74028498890611,1,0,1,2.28757083501068,0,-4.69094579617157,-0.204974185393354,1,0.00684218036077022,11.0691224188173,0,1,1,1,6.36331630077935,131.404071902626,0.246949714901504,-17.8906853651437,-0.48414035896553,-3.78164147876711,21.5912859431075,3,26.9878282656366,-0.297395146347701,0,9,0,-0.377567520796923,0.072867246804738,33,0,0.0360891174915645,2.21049508493988,-0.797599842786543,0,1,11,1.29069534818104,0,-0.662178611359879,0,0.974581139278284,10,2.06576757933929,1.20625492349856,0,0,3.65249106267598,2.44976039797501,8,3,46.0280164166809,0.991067026060662,-19.2458536112276,-0.847919183787118,0,0.397314726454303,0,40.442127959684,1,0.295925998359594,4.91926660703999,0.981538135004309,13.7978831022306,-0.00288203872301185,35,4,1028,22.0851463700946,0.144326950389793,2,0.421275791468014,-0.500853835673897,2,0,1,1,1,14,-1.91003559214208,1,0.911485074613138,0.523328360920272,0,0,1.22812682446897,12,1.88831788786432,0,-76,1,5.8946781275123,1.24887709273723,-0.489839687002332,25.5611934702517,1.10932360233295,0,1,0.783246390889871,0.0517405104664882,1,67.9941562032631,1,0.0921091550093668,6.18234019643281,3,9.32940898482841,1,4.32159055289787,0,-1.08709254284587,0,1,2.70455764205825,0,0.0650887819142619,3.16430024626262,6,-65.1392751037294,1,7.14528955554578,0.270664960790295,3,0,0,1.04262846178501,0.265771918237787,37,1,0,0,18,0.449998884065626,0.431632802888511,0.256014938593261,0.0266194374524964,3,0,1.10163509038832,0,1698.64864109983,0,0,4.90102103829244,-2.34676397347824,0,0,0.0373346672374424
45.2516183892721,1,13,1,1,4,201.228400816025,13.5963333232196,9,0.201274693233721,15.7777243413925,8,1,0,0.204163059782434,-0.185823646677214,1.18596921559073,-33.0698419928251,7.79249205282102,0,0.367553244421566,29,0,0.887080727074078,-2.03132637136061,0.0314350500595871,0.138751646513931,0.438492129274988,-15.3294401775543,19,22.0119148440918,24.2008270530735,6.91420599564094,0.194604770357969,9.43484433704712,1.60790353252165,0,17.103804493466,0.000899791553756391,1,0.345218292889334,1.31205153359942,19,26.2560384044256,1,30,0,1,19.4113080517614,0,1,0,4.82134156783137,3.06100195474077,1,0,1,2.04697463862462,1,-4.06027793931292,3.46381166979283,1,0.00143661149316766,11.7609219849576,1,1,1,1,4.57361187154196,88.1268773771633,-0.337011898647257,-13.5765754999726,0.351370161477012,-3.5219941172131,16.8484042105481,7,26.439305061184,-0.150716723975334,0,6,0,0.0987523269428288,0.105143181739899,39,0,0.0455197556390189,-0.770677620179877,-0.00951458677233693,0,0,23,0.959675668163933,0,0.156722757016506,0,0.979727751744811,5,3.44955869417906,1.18530188250183,1,0,3.81414646662094,2.6168926040435,4,3,37.2516828746357,0.981861971936005,-10.2942239250171,-1.10600848777101,0,0.279267748555647,1,75.0825596635462,1,0.588732918756078,1.75147425963946,0.965329573838084,10.9150349291104,-0.66420794599108,18,2,885,16.2049698250421,2.11885921179065,1,0.206776244971018,-2.75723079999883,1,0,0,1,0,1,13.076098085978,0,0.295997394345409,0.634519718055242,0,0,2.03889451738902,12,2.58683200717279,0,-70,1,8.25626853132067,0.365880342009534,0.507357033544209,31.6459283712431,1.10832907564199,0,0,0.820595363613911,0.0819160363072747,0,60.5602358118709,0,0.389012638743904,5.50231108340348,1,2.21921676862212,0,44.0441099386014,0,-1.25193654329381,0,0,2.72701049024838,0,0.0990647065858619,-1.19088923262572,0,6.32024990326645,0,8.80380113903975,0.412666712919834,4,0,0,1.03772106070017,-1.58980127978156,24,1,1,0,17,-0.863439358592067,0.117301931705119,1.04477868125745,0.418224672623546,0,0,0.906230579640286,1,1591.08229600652,1,0,3.73833675623203,1.82351899966573,0,2,0.0384297781127956
6.01660541885814,0,10,0,1,7,196.317935171319,24.274538544673,6,0.415561487523379,12.9981362407317,6,1,1,0.124248280481637,1.66527580821902,1.22759626358073,-32.7023068439842,3.28340929575069,0,1.47956019593448,58,1,0.457286000005621,2.9186963732454,0.129355901665717,0.13292173937844,0.00137938364125509,-40.0196925198295,29,27.3192067812258,16.9535515636105,7.56869583883758,2.03045105135344,122.304678470301,0.979794078625831,0,16.760971809668,0.00194338870372633,1,0.513602700892236,0.714960949913638,9,15.6251822540229,1,21,0,1,11.7953617364482,0,0,0,1.55281543173673,2.13582664301161,1,0,0,2.31198571341201,0,-3.7741060407202,-0.608340613753302,1,0.00975736729916321,12.7529665208129,0,0,1,0,3.25939869702571,75.5477673732752,1.2001387344908,-23.5786704456013,0.201516623022176,-3.89465226260378,21.3516739419908,6,22.1387511867916,0.438275411065303,0,13,0,-0.288968066015313,0.078678552645669,5,0,0.0437545832942391,-0.795428401414879,-1.03169260901944,0,1,19,1.37671432502048,0,-1.37064604541676,1,0.987790328591153,5,1.58554664937496,1.14923172439624,0,0,3.89511232196966,2.18716745929293,7,2,48.0150387264311,0.96429588343428,-19.9218561203321,-1.059870877803,0,0.612737558815853,0,76.2449985664153,0,0.574462698305567,0.0917369238702756,0.991190867704615,10.9400275003632,1.36281520811214,40,10,925,59.6297896879395,2.85543886103847,0,0.310388719318862,2.18409755726315,1,0,0,1,0,4,24.5049171782732,1,0.474712743933161,0.280738129498053,0,0,3.70759665479487,18,3.34674231516852,0,-80,1,5.26900112534268,1.64896125367688,-0.00325863064585031,18.1786881906628,1.09918666275885,0,1,0.874774886973033,0.0649610891370303,0,48.1843089244407,1,0.277707886771463,4.43399788799426,4,1.4548537700708,0,28.7764519883375,0,-0.33012226484767,0,1,2.72759722820233,1,0.060607242328076,0.796739135370976,1,29.4756988279184,1,6.54895195265563,0.574918571371659,5,0,0,0.731955018146579,0.017938077863327,33,1,0,0,0,0.589589894060855,0.330499139129517,0.248462230137408,-0.48076223013239,0,0,1.66020457375726,1,1666.25538840996,0,0,5.80583677661146,2.7913935913896,0,2,0.01410504225445
25.3440601017255,0,16,0,1,2,201.917276220499,30.3164720498145,9,0.186842355561518,19.6899847391236,2,1,0,1.3424045794674,-0.36635203543669,1.1592763034475,-36.4151728333711,5.84982892093407,0,0.924513516880425,50,1,0.387856122396024,-5.06723066951612,0.0426785675540439,0.0750144354388884,0.0163762123542803,-13.7366228836546,15,19.3414586281864,18.3186944174297,9.24795508407249,0.428711735210208,1.46766951720186,1.94537483305473,0,17.8296758661392,0.0016037143872741,1,1.13546556996282,1.47882065762984,16,52.9334377256669,0,25,0,1,21.246320154241,0,1,0,-0.61708485107502,0.920242989485441,0,0,0,2.27341086568344,1,-4.23765592583712,0.560568047070191,1,0.0189282078337546,11.6864833764224,0,3,0,0,3.69303684161718,161.043651314468,2.57247173631833,-4.65833183839768,-0.00989988267620847,-2.50753427586135,5.99592042416951,11,16.6471276896481,-0.156178331942643,1,12,0,-1.46820506635423,0.112457966686171,29,0,0.0333795477739421,0.233257070769198,0.742943363516765,0,0,10,1.4698043646585,1,1.99041831951394,0,0.981667902677619,4,3.96011186941179,1.1094940957896,1,0,3.89548776527832,2.09705381432528,1,2,56.7778502666263,0.97732177717017,-25.8896077451874,-0.934135944189669,0,0.716985626208806,0,55.4175965675487,1,0.937106635236461,0.302295531029247,0.912550506486936,21.0398889892884,-0.965517601177936,18,5,834,14.4039018392796,-1.86531674886873,1,0.28937354462292,-1.70045895525793,2,3,1,1,1,16,6.79403375210815,1,0.938849765340471,1.06555248127749,1,1,0.248868538524156,9,2.74057686809232,0,-95,1,6.16628692050271,0.29897389257485,1.05667322208806,24.1775427607547,1.10675942711693,0,0,0.892476982241928,0.0720171904471399,0,54.9060888603186,1,0.0550432717354347,2.4276705934583,3,11.1980981649395,1,62.4924985162019,0,-2.15446923791804,0,0,2.72424928392613,0,0.107674664062288,0.649537598088215,0,-14.0541940060898,0,6.17711302243666,0.318147100328618,6,0,0,0.0816505546711995,-1.74574178556105,16,3,0,0,0,0.349484207560269,0.0344250282700462,2.88363083880543,-0.612007402098696,0,0,1.8094520679098,1,1662.79566125607,0,0,4.10156292079975,-0.684985999178236,1,0,0.0388133196238541
47.4329390746219,1,6,0,1,4,198.223027102828,33.081836992012,2,0.230424617811326,8.86968859914958,4,1,1,0.28589121053716,-1.46381192553139,1.21358309877949,-37.0562582012031,6.83660270788477,1,0.870206273795272,44,1,0.562829234138432,1.72124788257382,0.167060392525996,0.0784270133804375,1.59795053876043,-20.9300206086759,15,27.4295612338196,20.3606319779327,5.47315856088903,1.34289217316566,1.4293955046712,1.86302676890261,0,15.204120065864,0.00115292442960523,1,0.845437539419697,0.7969326432975,36,15.8894155981163,0,15,0,0,15.4161657666909,0,1,1,-0.22667587873557,0.44625198554219,1,0,0,2.43544220120109,1,-3.48105453972542,0.880888789220135,1,0.00204622160729564,12.1063210733861,0,2,1,1,3.6077373735589,53.2919993685821,0.868746847415617,2.14359916990764,0.127083453087783,-8.88985954152348,4.13041354320668,8,19.3044152629565,1.0306378972973,0,4,0,-1.46961937415413,0.0651519980288757,9,0,0.0382385483248593,0.444288594450601,0.602860209633588,0,1,11,1.03654196013614,1,0.451618854226893,0,0.979225905482459,0,4.66979029272418,1.20045384196598,0,0,3.94235040380792,2.22445704912596,8,1,26.8436023695004,0.992667327877716,-11.7705546510888,-0.992777291605648,0,0.865486083961993,0,39.4289903884592,0,0.862198470885052,0.686874030026311,0.963639899346354,14.8488995312562,0.1413535496057,13,2,1077,32.5623041272781,-0.449774037249816,0,0.34891437938838,0.734295951217321,2,4,1,1,0,11,-23.2979897473082,3,0.243506684882376,6.03417630685999,0,1,1.31181699723235,13,2.38456394311695,0,-84,1,4.47525967726681,1.70322596845597,0.386000276349922,25.7147210294949,1.10093559320079,0,0,0.867423689765449,0.145836246178489,1,36.2383389497879,0,0.0907812386646698,0.716003094085978,1,3.86915251996079,1,41.6570804002926,0,-1.84795373366482,0,1,2.72779460324455,0,0.0330377805527,-0.410743124665438,0,-60.7893005762818,1,4.92609364839718,0.369801496914816,7,0,0,0.644766072114045,0.34416253920091,43,3,1,0,14,-0.168717703964678,0.161718089200933,0.77047402800841,-0.769296119913495,1,0,1.03669335655364,1,1696.61148599225,1,0,4.19781614120026,2.47862839101104,0,0,0.0148615948620582
39.4311348946168,1,0,0,1,12,201.905479726808,15.9501792736782,3,0.174928691518608,13.9337090113101,6,1,1,0.123859643626319,-1.22866394107978,1.1850239923862,-22.3553332018618,6.09354165882817,1,0.807711137987308,40,0,0.325043718816798,-0.649357107195572,0.0593113387124705,0.0290154378508136,1.82070633486309,-78.9505478003995,11,31.6640135898635,24.439643950508,9.48616936339511,-0.146663705251149,5.06399646234437,2.39830707172981,0,21.02209307968,0.000222361306890392,1,0.775504515627107,1.56827547787116,20,21.4309236465847,1,15,0,1,19.5249160375071,0,0,1,0.846102478268364,3.39884745564843,1,0,0,2.54453893711928,1,-5.10014169845003,0.874504214371764,1,0.00127726106872483,11.1598852005826,1,0,1,0,4.20389550333161,77.4633803279215,0.555092114732064,3.94652240040539,0.11954197358675,-4.13732168818866,13.5085500546631,4,18.791739691724,-0.977159966056275,0,9,0,-0.196259376094677,0.0543587909864525,10,0,0.0381358952100466,0.792714510163901,-0.732419319705815,1,1,14,0.936153081427008,0,1.2461460635297,0,0.985156553285386,6,4.42342824907685,1.14836111928092,0,0,3.80797542659323,1.86196928991703,4,3,40.6160889388123,0.997272177881358,-25.4926277801487,-1.03725481913436,0,0.761587866193545,1,84.454493056891,1,0.656573602250045,0.307193516364866,0.995519839515732,11.8916134235108,-0.08237108103447,3,3,927,29.347449745055,-2.25783129717361,0,0.566681934373123,0.61226648265039,0,0,0,0,0,2,22.6240377455666,0,0.772295874072911,0.928519791303717,1,0,4.32856367483998,11,3.8328362380886,0,-73,1,10.3659613285624,2.34106452965606,-0.546464874844393,41.8651725199342,1.11360065957628,1,1,0.759884438140908,0.0281662847621465,1,48.6846378299347,0,0.121421439178342,2.06176265292913,5,1.7234156647191,0,2.02861354769918,0,2.51049932140328,0,0,2.74035386256427,0,0.046291672964686,-3.52740019112502,1,70.898114599039,0,8.36117094480189,0.678234005363297,2,0,0,0.821043787815486,1.20704659061609,34,5,0,0,11,-0.533209703856708,0.00854467980517085,-0.985661797998477,-0.173777322703759,1,0,1.62138036136358,1,1625.94146778039,0,0,8.46795326863464,-0.897987426451485,0,2,0.0149209437569174
26.0644057439025,0,11,1,1,6,204.706379861815,59.3064906336339,5,0.174498818113314,4.85401018489867,4,1,1,0.485773524146007,0.0659075851668008,1.20406710522078,-19.3419111485087,10.7156244671438,1,2.0610994972187,-5,0,1.05436316059709,0.724779192535468,0.185063999936256,0.0565026138360891,0.00529394357003666,-39.0621234811447,15,25.766520577906,20.6881396288678,5.3828589534362,-0.478832644992308,2.74625223516777,1.46720698001528,0,22.6994675274294,0.00139209149110796,0,0.801307539540557,0.91826113092579,9,44.7261488771708,1,36,0,1,22.8816421638586,0,0,1,6.24596849655521,2.82929716013026,1,0,1,2.33424964077882,1,-4.51879039733423,-0.127754460566969,1,0.00312519612822611,11.2923588261858,0,6,1,1,3.0367337239107,80.2780769729749,0.867079065152588,-2.382997372435,-0.0796192628101097,-4.20919169777697,37.9021089361337,5,19.2853552450615,-0.184861428432851,0,8,0,-0.333431483665755,0.0716191528808288,13,0,0.0406377699639938,-0.582612130325517,-0.347171141327662,0,0,14,1.05687019530467,0,0.135205384446525,0,0.983128757098779,2,3.19761661006992,1.2903111276184,0,0,3.94196248591228,2.09794431917275,9,3,41.7353339987868,0.993085783666243,-3.27320018486416,-1.2111118854973,0,0.259120939440154,1,69.6393658530987,1,0.648171415270864,3.51838750586147,0.98127540830145,15.8363209011133,-2.28580507980682,39,6,957,35.7056915949453,4.50572394943409,2,0.208114089790147,0.0268689652279335,4,3,1,0,0,7,31.5638788534781,2,0.71019238910263,2.4617841340023,0,1,2.27048279184309,15,2.47390381082858,0,-90,1,9.32591809633748,0.650652857339144,-0.147183516501351,18.1126326640392,1.10553677494334,0,0,0.687845793614612,0.106385806463848,1,50.5350286438023,0,0.473159269559912,3.71904394696378,5,32.2110048872487,0,25.8494574981329,0,-1.22737242572798,0,0,2.715776454993,0,0.050912597621468,-0.278298690841676,1,-59.7706637612217,1,6.44588845542798,0.368646015216311,6,0,0,1.25657844142754,0.857862578857366,25,1,0,0,0,0.125832925689995,0.107220898588811,-1.12426206498314,0.428807973461235,3,0,1.06739548079263,1,1639.83723089105,0,1,6.54486100249208,1.62749508013616,1,0,0.0214876652489099
21.371358251062,1,10,1,1,11,195.148388931241,21.5915911155151,9,0.17062939431633,8.65659803546208,4,1,0,0.248877475400941,-0.575076619601142,1.25853424893285,-27.1292928986037,28.6393568759361,0,0.885557184163872,7,0,0.704642505641125,0.361559213081732,0.107822412876624,0.0234059919047271,0.631202996712998,-57.9383076067484,13,10.3090985063423,21.8482222449879,12.5457350316609,1.35821236781102,610.600202890563,1.8659305028317,0,15.3019728171075,0.000538001051720219,0,0.773789887065952,0.964038664922281,12,22.0683064796663,0,32,1,0,16.3378456614258,0,0,1,1.01994852764325,2.96643921347503,1,0,1,2.28597633443748,1,-1.37281897232726,2.30919983998359,1,0.00398500784202137,11.9093514523756,1,1,1,0,5.06070444950139,11.8354451334171,0.328456311916986,0.638726816027501,-0.301513403113327,-4.88635375290725,11.7926051763324,6,24.4715321850215,-0.943340411876231,0,9,0,6.67019168752075,0.0932991028543321,13,0,0.0420337909436771,-1.06768982887833,-0.115544828519232,0,1,19,1.1763109991337,1,0.741101028704314,0,0.976150943288278,5,3.53955919185088,1.24191519570849,0,0,3.96258702714491,2.29681854429432,7,1,36.4432764900298,0.999262474958387,-16.9670702023057,-1.10231224891155,0,0.265814356238404,0,77.111802248853,1,0.354799969350467,0.568884048364349,0.997925647629722,13.8272926021521,-1.51577498749755,80,10,910,21.0842735810907,3.59339187952976,3,0.417630329307002,-0.672653245457287,0,3,0,0,0,3,40.2699534898217,0,0.477606089015431,0.400165871324797,1,0,7.73914313888028,9,3.0462350400654,0,-91,1,6.56500156032798,9.47932601958049,-0.37867220797033,44.2085531733552,1.10212720286926,0,0,0.76763794488021,0.103343759251121,1,58.1608978558855,0,0.148944488364249,2.10805370036078,5,0.713095502529256,0,36.6479839016098,0,0.423769207259586,0,0,2.69250907773268,0,0.0121198026588821,1.29230355152723,0,-109.935875407349,1,7.15404580638963,0.177358764815642,6,0,0,0.549057247181166,0.00348382395966366,14,2,0,0,22,-0.910001417036552,0.136659513774845,-0.0712804491586875,-0.0339754755217883,0,0,0.948604053149805,1,1607.10743527974,1,1,3.727398879726,-0.289880729573464,1,0,0.00805157456746479
37.6382330918015,1,12,0,1,8,204.482421256531,31.4613828570978,5,0.213204515123331,25.525709952433,6,1,0,0.0751266418626554,1.48636050503264,1.22390189470067,-19.0135689136206,8.05423486457236,1,2.12289568731826,52,0,0.334297548087647,2.02755597517014,0.0976053147039781,0.127474020052121,0.00256679698254487,-44.9103498340408,5,26.815303435441,22.162275534963,3.93525097487657,-0.775134056283668,34.9936453210188,1.06801386497617,0,25.1101903953395,0.00123633681006007,1,1.09746092501691,0.967847451755659,13,44.3125429741561,1,31,0,1,22.9966156492702,0,0,0,2.90461290522964,4.88685888092743,1,0,0,2.31881852481198,1,-5.37942026146045,1.61614996052118,1,0.00546720730363216,11.9353392664914,1,6,1,0,2.83617664795375,138.720313911874,0.441328606874941,-25.8733576045776,-0.324636055054161,-5.24983855541595,5.95476914182615,3,20.926318345181,-1.63962050478479,0,13,0,0.806415466934193,0.0954198868930406,5,0,0.0365734150983865,0.593076592694375,-1.20721721851801,0,1,16,1.35771860553136,0,0.240841544890868,0,0.984763808507897,7,2.18904180872439,1.21403913568627,0,1,3.92106139483147,1.85542638006322,3,3,52.6007302121951,0.997315539879799,-29.9911472529787,-0.993104532189665,0,0.385883920127033,0,48.9435907380867,1,0.584430733131538,0.383511739504921,0.981065790232723,7.48391758410551,-0.774395555033465,45,5,1028,33.0420794668438,5.91929723967143,0,0.26994273661779,1.49328657373597,0,7,0,0,0,6,-46.2715947723576,1,0.811394021802184,0.224051870571787,0,1,9.1971295959677,10,3.37277249308655,0,-105,1,8.45149205071295,1.7542216114113,0.458620805753663,41.0984142214306,1.1023366397252,0,1,0.752305995070623,0.130553860715504,0,60.5688478356392,0,0.266643606941416,-1.22686997582856,4,1.90586324259999,1,18.6645741907966,0,2.03489310209516,0,0,2.71460120403224,2,0.0211229792381936,-1.18656829650666,0,7.36301980246292,1,6.46285631331199,0.528391752761493,5,0,0,1.57277396004992,-0.0825518388814529,39,1,1,0,17,-0.592120510367297,0.055601549353482,0.790364207288648,-0.173436830814368,0,0,1.16709227625511,1,1602.85052484623,1,1,7.49428669273605,2.45639253967045,0,2,0.0197038408183447
